#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags,Description
76078,TYPO3 CMS - What's New,Bug,"",Under Review,Should have,English - wrong word or duplicate,Pierrick Caillon,Michael Schams,2016-05-18 10:08,TYPO3 CMS 8.0,TYPO3 CMS 8.0,2016-05-07,"","",0,2016-05-07 16:22,"","",-762150,"","","While translating I found these two issues:
* InDepthChanges.tex - f1e7026b-89f2170f-b8d1e483-2667df6f: ""to be executed by typo3 is an associative"" should be ""to be executed by typo3 in an associative""? (""is"" cannot be used with this sentence structure, present in the feature file)
* InDepthChanges.tex c3e97b40-b0d84171-98d2011d-19a838a1: ""created for (e.g. for caching"" should be ""created (e.g. for caching""
"
76077,TYPO3 CMS - What's New,Bug,"",Under Review,Could have,English - Miscellaneous typo,Pierrick Caillon,Michael Schams,2016-05-18 10:10,TYPO3 CMS 8.0,TYPO3 CMS 8.0,2016-05-07,"","",0,2016-05-07 16:19,"","",-762100,"","","While translating, I found these missing changes and errors:
* TypoScript.tex: version 7.6 in header
* TypoScript.tex - 742f3490-afa200e1-19572e49-4f1a981a: missing closing parenthesis in last paragraph
* InDepthChanges.tex: version 7.6 in header
* ExtbaseAndFluid.tex: version 7.6 in header
* DeprecatedRemovedFunctions.tex: version 7.6 in header
* SourcesAndAuthors.tex: version 7.6 in header
"
76073,TYPO3 CMS - What's New,Bug,"",Under Review,Should have,BUI: Slide 3 - Misleading title,Pierrick Caillon,Michael Schams,2016-05-07 16:07,TYPO3 CMS 8.0,TYPO3 CMS 8.0,2016-05-07,"","",0,2016-05-07 11:46,"","",-761900,"","","I think the title of the last slide in Backend User Interface chapter is misleading.
The actual title is ""Copy pages in drag & drop mode"". The feature title is ""Page module: drag and drop supports copying now"".

Reading only the title, it made me think the page tree support making a copy of a page using drag and drop. However the feature is to be able to create duplicate of content element in the module using drag & drop with CTRL key.

I think the title should be something like ""Pages: copy elements with drag & drop"" or ""Pages: drag & drop can copy elements"""
75712,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Some bugs/suggestions,Sergio Catalá,"",2016-04-30 08:06,TYPO3 CMS 8.0,TYPO3 CMS 8.0,2016-04-16,"","",0,2016-04-16 13:57,"","",-743850,"","","- Line 91-92 of InDepthChanges.tex: ?This lists the Symfony/Console/Command classes to be? executed by \texttt{typo3} is an associative array? -> This sentence is not properly built, it has two verbs (""to list"" and ""to be"").

- Line 136 of InDepthChanges.tex: ""A Configuration/Commands.php could look like this"" -> Maybe it would be nice to say here ""A xxx file could look like this""? 

- Line 95 of ExtbaseAndFluid.tex: the frame subtitle of this slide is separated (?Rendering Context?) instead of  all together (?RenderingContext?) like in the previous slide.

- Line 234 of ExtbaseAndFluid.tex: ""an additional PHP namespaces to it"" should be ""an additional PHP namespace to it"" (in singular or just remove the ""an"" if you wanna make it plural).

- Line 30 of Typoscript.tex: ""Sort order of new content element wizard tab"" shouldn't be ""Sort order of new content element wizard tabs"" (with S)? 

- Line 65 of Typoscript.tex: ""Before this change, only a list of tags could be provided that should be removed"" sounds weird. Shouldn't that be: ""Before this change, only a list of tags that should be removed could be provided""?



"
75146,Documentation,Bug,"",New,Should have,"Wrong version on api.typo3.org for ""current stable""",Armin Vieweg,"",2016-03-16 14:54,"","",2016-03-16,"","",0,2016-03-16 14:53,"","",-715700,"","","The API on this page (http://api.typo3.org/typo3cms/current/html/) does not show the classes of the current TYPO3 stable version.

E.g. some ViewHelpers are missing, like the If- or CycleViewHelper:

!2016_03_15 21_12.png!


But the 7.6 branch of TYPO3 still contains these viewhelpers:
https://git.typo3.org/Packages/TYPO3.CMS.git/tree/refs/heads/TYPO3_7-6:/typo3/sysext/fluid/Classes/ViewHelpers


So I guess, there is just a wrong version/branch configured in the script which triggers doxygen. "
74539,Templating Tutorial,Bug,"",New,Should have,Copying the template files to the right place - no folder existing,Benjamin schäfer,"",2016-03-09 16:30,"","",2016-03-09,"","",0,2016-03-09 16:30,"","",-704450,"","","When I install the Extension ""doc_tut_templating"", I find a folder ext/doc_tut_templating, but there's no subfolder ""template"", which I should copy for this tutorial."
73171,Documentation,Bug,"",Resolved,Must have,Extension repository - most links to manuals (and source)  are gone,Kurt Ludikovsky,"",2016-02-17 20:07,Documentation on typo3.org,"",2016-02-07,"","",100,2016-02-07 18:31,"","",-642700,"","","Many links in the extension repository are gone.

While some extensions might not have a manual, there are several where I already have used the manual a few days ago.

Attached screenshot shows the current situation where e.g. direc_mail has no manual. Also newsletter has no manual.

(I hope this is not just because there is an update. Does not seem to be.)

"
72622,wiki.typo3.org,Bug,"",Closed,Should have,Fluid description is incomplete,Kurt Ludikovsky,"",2016-04-06 14:57,"","",2016-01-10,"","",0,2016-01-10 15:13,"","",-615300,"","","I suppose that the output-example for the f:for is incomplete at 

https://wiki.typo3.org/Fluid#f:for

as the class from the statement is not reflected in the result-output."
72430,Documentation Rendering,Bug,Epic #57147: Rework design and general content of docs.typo3.org,Under Review,Should have,Create installer for 'typoscript.py',Martin Bless,Martin Bless,2016-01-14 16:38,"","",2015-12-23,"","",0,2015-12-23 22:47,"","",-605800,"","",'typoscript.py' is the Pygments lexer for Typoscript. It's need to get TypoScript highlighted. It needs to be added to Pygments each time a new Pygments version is installed.
72328,Documentation Rendering,Bug,Epic #57147: Rework design and general content of docs.typo3.org,Accepted,Should have,Clean the _static folder of new theme t3SphinxThemeRtd,Martin Bless,Martin Bless,2015-12-18 23:18,"","",2015-12-18,"","",0,2015-12-18 23:18,"","",-600700,"","",The time for a cleanup has come. Folder _static of t3SphinxThemeRtd contains files we don't need. Remove them!
71852,wiki.typo3.org,Bug,"",New,Should have,Syntax highlighting for TypoScript (<TS> tag) does no longer work (Pygments),Chris topher,"",2016-02-02 21:58,"","",2015-11-26,"","",0,2015-11-26 11:35,"","",-576950,"","","MediaWiki 1.26 uses Pygments as new syntax highlighter. With Pygments, our custom <PHP>, <CSS> and <SQL> tags are still working, but <TS> tags do no longer get highlighting. 

TypoScript (<TS> tag) is still recognized on Special:Version and text also gets the ""mw-highlight"" class put around it, but it does no longer get highlighted.

Our extension SyntaxHighlight_GeSHi_Typo3WikiExtension uses the language name ""typoscript"" for the highlighting of this tag, but Pygments currently does not know this language name. In fact, it currently does not support TypoScript - no matter with which language name.

Michiel Roos has written a lexer for it: https://github.com/Tuurlijk/Pygments-TypoScript-Lexer

Check https://bitbucket.org/birkenfeld/pygments-main/issues/1173/add-typoscript-support, which aims at getting it integrated into Pygments. 
"
71848,Documentation,Bug,"",Closed,Should have,rtehtmlarea 7.6.0 - No link classes to choose in RTE link wizard,Thorsten Geißler,"",2015-11-26 11:12,"","",2015-11-26,"","",0,2015-11-26 09:32,"","",-576750,"","",In a fresh installation of Typo3 7.6.0 there are no link classes to choose in RTE link wizard (see attached screenshot typo3-7-6-0-rte-no-link-classes.jpg). There is also no default alt-tag text.
71833,wiki.typo3.org,Bug,"",Resolved,Should have,Solve a number of security issues in WikiCategoryTagCloud,Chris topher,Chris topher,2015-11-25 14:15,"","",2015-11-25,"","",0,2015-11-25 14:13,"","",-576000,"","","The WikiCategoryTagCloud extension has a number of security issues:

* SECURITY: XSS vector with the following extension parameters (as in <tagcloud some_param=""value"">): style, class, linkstyle, linkclass
* SECURITY: possible SQL injection point with the exclude parameter (<tagcloud>exclude=SomeCategory,Another</tagcloud) -- the code now uses Database's makeList() properly and should be secure.
* SECURITY: made WikiCategoryTagCloud::getBoxExtensionOption() more robust by calling htmlspecialchars() with the ENT_QUOTES parameter, as recommended by [[mw:XSS]]

Do an update to fix them!"
71811,TYPO3 CMS - What's New,Bug,"",New,Should have,Slide for #63406 suggests new feature instead of feature fix,Pierrick Caillon,"",2015-11-24 21:32,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2015-11-24,"","",0,2015-11-24 21:32,"","",-574900,"","","The slide ""RootLevel Configuration"" in ""Extbase & Fluid"" chapter suggest the RootLevel configuration is a new configuration. However, the change is the actual value of the settings is now taken as it is instead of being mangled.

I think the slide should say ""The rootLevel TCA configuration is now fully supported ( this define[?]"""
71708,TYPO3 CMS - What's New,Bug,"",In Progress,Should have,Screenshots to be replaced with 7LTS final release versions,Jigal van Hemert,"",2015-11-29 08:09,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2015-11-19,"","",20,2015-11-19 22:44,"","",-569750,"","","As discussed with Michael, the What's new slides for editors should have images of the final release. A lot has changed since 7.0/7.1 -- especially regarding icons and buttons -- and editors need exact screenshots so they can find their way better in the TYPO3 backend.

The list of images that should be redone (second line is width x height of the image):

BackendUserInterface/be-totalscreenshot1.png
1516x858
BackendUserInterface/be-totalscreenshot2.png
1516x858
BackendUserInterface/be-totalscreenshot3.png
1516x858
BackendUserInterface/be-topbar.jpg (optional)
1295x907
BackendUserInterface/be-list.png
979x570
BackendUserInterface/be-table.png
944x534
BackendUserInterface/be-search.jpg
1194x420
BackendUserInterface/be-badge.png
663x299
BackendUserInterface/be-info.jpg
1526x897
BackendUserInterface/be-functions.png
1359x633
BackendUserInterface/be-icons.png
1115x637
BackendUserInterface/UserGroups.png
1009x511
BackendUserInterface/ExtManager.png
1345x689
BackendUserInterface/SystemInformation.png
1079x400
BackendUserInterface/Password.png
1018x515
BackendUserInterface/ShowContent.png
837x602
BackendUserInterface/RecyclerTask.png
971x491
BackendUserInterface/66173.png
772x235
BackendUserInterface/48947.jpg
988x476
BackendUserInterface/56133.jpg
958x503
BackendUserInterface/67574.jpg
1730x734
BackendUserInterface/67578.jpg
1788x1196
BackendUserInterface/67603.jpg
1284x616
BackendUserInterface/68395.png
1287x564
BackendUserInterface/56282.png
2376x1138
BackendUserInterface/61799.png
1080x563
BackendUserInterface/69119.png
1208x547
"
71617,Documentation,Bug,"",New,Must have,"Default values not used with new content element by BE-Mod ""New Content Element""",Thomas Wittich,"",2015-11-17 01:21,"","",2015-11-17,2015-11-30,3.00,0,2015-11-17 01:08,"","",-565200,"","","Hi all,

found a bug when adding a new content element by BE-module ""New Content Element"".

Setting:
- Adding the element with the module ""New Content Elemente"" results in field image orientation with odd settings:
  A) Selectbox-icons do not match with Seletbox-options; it's od
  B) Given Defaultvalue in TSConfig-Usergroup is ignored. Same to page ts config
- Using decimated entries in imageorientation by TS config (page):
  TCEFORM.tt_content.imageorient.removeItems = 17, 18
- Using default value on TS User Config
  TCAdefaults.tt_content.layout = 52
  TCAdefaults.tt_content.imageorient = 25

Behavior:
- The settings work when adding new content element by right-click on extisting CE, new CE; the new content element opens directly with type of default CE-type; all default values are correct, image orient selectbox options match the selectbox icons consistently
- The settings work NOT when adding new content by clicking on ""+ content""-button or other ways calling the ""New Content Element""-page allowing the user to select the CE-type by tabs & descriptions & icons; after that, the behavior of image orient is odd: default value is ignored, selectbox option does not match selectbox icons (means: clicking on a selectbox icon brings a different text and icon as selected option => umatching)

--> Strange; 

This avoids consistent usage for predefined author roles / ways of useage: author has to care about image orient and other things."
71460,ReStructured Text Infrastructure,Bug,"",Resolved,Must have,TypoScript lexer: issue with namespaces,Romain Canon,Martin Bless,2015-11-17 23:47,"","",2015-11-10,"","",0,2015-11-10 13:20,"","",-557400,"","","When I have a code like this one:

<pre>
.. code-block:: typoscript

    # test
    config.tx_myextension.test = MyExtension\Path\To\Class
</pre>

The whole syntax highlighting does not work. But with:

<pre>
.. code-block:: typoscript

    # test
    config.tx_myextension.test = MyClass
</pre>

Everything goes well.

Namespaces support seem not to be implemented, but I they really should be by now."
70980,TYPO3 CMS - What's New,Bug,"",Closed,Should have,Some small bugs,Sergio Catalá,"",2016-03-06 02:30,"","",2015-10-23,"","",0,2015-10-23 17:18,"","",-533500,"","","- Line 101 over ""ExtbaseAndFluid.tex"" file: ""Is it"" should be ""It is"" :-)

- Line 217 over ""ExtbaseAndFluid.tex"" file: I think ""adopted"" should be ""adapted"". Or am I wrong?

- Line 110 over ""InDepthChanges.tex"" file: I think the sentence should start with capital letter (""Install"" instead of ""install"" as the other items start with capital letters too).
"
70931,TYPO3 CMS - What's New,Bug,"",Closed,Should have,typo in chapter 2 slide 5,Pierrick Caillon,"",2016-03-06 02:31,TYPO3 CMS 7.5,TYPO3 CMS 7.5,2015-10-21,"","",0,2015-10-21 22:52,"","",-531050,"","","Missing ""f"" in the word ""for"" in @use the pid field of each record for previewing (or table tx_myext_table)@"
70660,TYPO3 CMS - What's New,Bug,"",Closed,Should have,German word in english slide,Pierrick Caillon,Michael Schams,2016-03-06 02:31,TYPO3 CMS 7.5,TYPO3 CMS 7.5,2015-10-13,"","",0,2015-10-13 19:44,"","",-517500,"","","On slide Miscellaneous of chapter TSconfig & TypoScript, the word ""function"" is written with a ""k"" instead of a ""c""."
70659,TYPO3 CMS - What's New,Bug,"",Resolved,-- undefined --,Duplicate slide,Pierrick Caillon,"",2016-03-06 02:32,TYPO3 CMS 7.5,TYPO3 CMS 7.5,2015-10-13,"","",0,2015-10-13 19:32,"","",-517450,"","","I found a slide in the 7.5 what's new that is already present in the 7.4 one.

The slide is on page 22 and labelled ""Count Elements in a List"" (chapter TSconfig & TypoScript). In the previous release, it is on page 30. (page numbers may be a little inaccurate).

Is it expected or an error?"
70196,TCA Reference,Bug,"",Closed,Should have,TCA Documentation - link is not rendered,Robert Wildling,Francois Suter,2015-10-02 10:02,"","",2015-09-30,"","",0,2015-09-30 00:11,"","",-494350,"","","Here: 
https://docs.typo3.org/typo3cms/TCAReference/singlehtml/Index.html#special-configuration-options-rte-mode
under ""Value syntax"" there is the following text/string:
See ` RTE API <#Transformation%20overview%7Coutline>`_ section for list of transformations available.

I assume this should be a link?"
69305,TCA Reference,Bug,"",Resolved,Should have,Document default value of enableCascadingDelete,Michael Knabe,"",2015-08-25 19:42,"","",2015-08-25,"","",100,2015-08-25 12:51,"","",-449900,"","","The name of the option inline/behaviour/enableCascadingDelete imlies that the default value would be no cascading delete. However, the default value of enableCascadingDelete is actually TRUE. So, in order to use the option you have to set 'enableCascadingDelete' => FALSE which is counterintuitive.

IMHO the option should have been called disableCascadingDelete with FALSE as its default value. However, as this cannot be changed without breaking the API it should, at least, be noted in the API-Documentation."
69154,Documentation Rendering,Bug,"",New,Should have,Invalid lang attribute for translated manual,Thomas Mayer,"",2015-08-20 12:28,"","",2015-08-18,"","",0,2015-08-18 15:38,"","",-442350,"","","In french tanslation on https://docs.typo3.org/typo3cms/extensions/sphinx/fr-fr/2.2.3/ the language attribute is set for English language:

<pre>
<!DOCTYPE HTML>
<html lang=""en"">
</pre>

Should be set to the translated language instead."
69130,TYPO3 CMS - What's New,Bug,"",Closed,Should have,slightly incorrect explanation in chapter TSconfig & TypoScript,Michael Schams,"",2016-03-06 02:31,TYPO3 CMS 7.4,TYPO3 CMS 7.4,2015-08-17,"","",0,2015-08-17 15:31,"","",-441150,"","","Pierrick pointed out that a sentence in *chapter 2* might be misleading or incorrect.

""[...] _slide ?Individual Content Caching?, I am wondering about the meaning of the part ?- compare to \texttt{stdWrap.cache} ?? in the whole sentence. Was it to refer to the feature for telling it provides the same behavior?_""

After reviewing the change and the description by the developers, we agreed it should read:

""Caching of content parts using stdWrap.cache exists since TYPO3 CMS 4.7. The cache property is now available for all cObjects and stdWrap support has been added to key, lifetime and tags.""

See attached screenshot0001.png. For those who have not translated this part, it would be great to take this into account. For everyone who already completed the translation, it's your decision if you want to update your version. Let me know if you want me to generate and publish a new PDF version."
69091,TYPO3 CMS - What's New,Bug,"",Closed,Should have,"typo in chapter 3, slide GalleryProcessor (lstlisting)",Michael Schams,"",2016-03-06 02:30,TYPO3 CMS 7.4,TYPO3 CMS 7.4,2015-08-16,"","",0,2015-08-16 02:15,"","",-439200,"","","Pierrick discovered a bug in *chapter 3* (""TSconfig & TypoScript: Data Processors""):

"" [...] _in the listing of slide ?GalleryProcessor? in chapter 3: The first line references the tt_content.text_media but the second line references tt_content.image.""_

This is in file @<language>/Chapters/TypoScriptDataProcessors.tex@, see attached screenshot.

According to ""git.typo3.org"":http://bit.ly/1EuXrYO it should read:

<pre>
\begin{lstlisting}
  tt_content.text_media.20 = FLUIDTEMPLATE
  tt_content.text_media.20 {
    file = EXT:myextension/Resources/Private/Templates/ContentObjects/Image.html
    dataProcessing {
    [...]
</pre>

It would great if you could update the LaTeX file accordingly."
68677,wiki.typo3.org,Bug,"",Resolved,Must have,[SECURITY] Disallow access to directories of version control systems,Chris topher,Chris topher,2015-07-31 16:47,"","",2015-07-31,"","",100,2015-07-31 16:09,"","",-419300,"","",Access to VCS directories (namely to our Git repositories) should be denied by default to avoid leaking information to the outsite that might have been committed accidentally into a repository. Up to now this information could be read by anyone simply using the web browser.
67529,TYPO3 CMS - What's New,Bug,"",Closed,Should have,Some corrections for 7.3 version,Sergio Catalá,"",2015-08-09 08:07,"","",2015-06-16,"","",0,2015-06-16 22:20,"","",-361900,"","","A small summary of some bugs/improvements in the Typo3 7.3 slides:

* Line 74 under TypoScript.tex file:

""Using GP in TypoScript conditions only returns the POST variable*,* if the
request contains both, POST and GET variables"". Shouldn't this be: ""Using GP in TypoScript conditions only returns the POST variable*;* if the request contains both, POST and GET variables"" ? The text doesn't breath properly and can lead to misinterpretation.

* Line 169 under DeprecatedRemovedFunctions.tex file:

""Old TYPO3 ClassLoader has been removed in favor *or* Composer ClassLoader"" should be ""Old TYPO3 ClassLoader has been removed in favor *of* Composer ClassLoader""

* Line 31 under InDepthChanges.tex file:

The frametitle is repeated twice.

* Line 351 under InDepthChanges.tex file:

""\item Method \texttt{CategoryRegistry->addTcaColumn} *received* options to set"" should be ""\item Method \texttt{CategoryRegistry->addTcaColumn} *receives* options to set"".

* Line 480 under InDepthChanges.tex file:

""\item In cases where *multipe* registry elements have been registered for the same"" should be ""\item In cases where *multiple* registry elements have been registered for the same"".
"
67215,TypoScript in 45 Minutes,Bug,"",Resolved,Should have,@ is no Ampersand,Christian Gebel,Chris topher,2015-05-31 12:15,"","",2015-05-30,"","",100,2015-05-30 23:38,"","",-346200,"","","http://docs.typo3.org/typo3cms/TyposcriptIn45MinutesTutorial/TypoScriptFunctions/Typolink/Index.html says ""ampersand (@)"", but might say ""at sign (@)""."
67214,TypoScript in 45 Minutes,Bug,"",Resolved,Should have,Broken/Unrendered link,Christian Gebel,Chris topher,2015-05-31 12:23,"","",2015-05-30,"","",100,2015-05-30 23:29,"","",-346150,"","","http://docs.typo3.org/typo3cms/TyposcriptIn45MinutesTutorial/TypoScriptOverview/FirstSteps/Index.html contains what looks like a not properly rendered link to die TypoScript Reference. The specific paragraph starts with ""Which objects""."
67177,wiki.typo3.org,Bug,"",Resolved,Should have,"Make page ""Special:Tags"" accessible",Chris topher,Chris topher,2015-05-29 13:45,"","",2015-05-28,"","",100,2015-05-28 15:02,"","",-344300,"","","Since version 1.25, MediaWiki has a new page called ""Special:Tags"", which for us cannot be accessed currently.
We previously used things like ""Category:Tags"" or ""Tags"" in old URLs.
These are currently redirected, partly to the main page (.htaccess, ll 140 following).
The name of this page collides with our RewriteRules.
Maybe change the redirect to only apply to the actual ""Category:"" pages.
Or maybe even better: Exclude Special:Tags from being rewritten further and leave the redirects as they are.

(Thinking about it I'm not sure, if we need that page at all...)"
66765,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Typos in English version,Michel Mix,Michael Schams,2015-05-16 12:17,TYPO3 CMS 7.2,TYPO3 CMS 7.2,2015-05-03,"","",0,2015-05-03 08:27,"","",-323700,"","","Page 4

- ""Releasetyp"" must be ""Release type"".

Page 23

- ""the 'save & view' button in backend"": must probably be ""in +the+ backend"".

Page 24

- ""defines, if translated records will use the UID of the default record"": comma should be omitted.

Page 29

- Title is ""SVG Support im Core"". That looks more German than English ;).
- ""In this case, the contents of the XML file read."" That doesn't seem a complete phrase, shouldn't it be: ""the XML file +is+ read""?

Page 30

- ""should +be+ take care of sorting, ordering and determining"", should be ""should take care of...""

Page 36/37

- Both pages start with item ""Custom system information items can be added to the dropdown by creating a slot"". On purpose?

Page 39/40

- Both pages start with item ""Messages are shown at the bottom of the dropdown"". On purpose?

Page 55

- ""If format type=none is set to user in TCA, the configured userFunc no longer gets an instance of FormEngine as parent object, but an instance of NoneElement"". Huh, 'user in TCA' seemed weird to me. I looked it up in the German version, and there is the user/userFunc-part completely missing: ""Wenn im TCA type=none gewählt wird, wird nun nicht mehr ein FormEngine Objekt, sondern ein NoneElement Objekt zurückgegeben"". Seems different. Curiously, the item (#65357) isn't mentioned at all in the changelog: http://docs.typo3.org/typo3cms/extensions/core/latest/Changelog/7.2/Index.html

"
66617,Documentation Rendering,Bug,Epic #60470: Enhance PDF rendering,New,Should have,Cross-links are broken,Xavier Perseguers,"",2015-04-28 09:23,"","",2015-04-28,"","",0,2015-04-28 09:23,"","",-316300,"","","At least when using EXT:sphinx, cross-link definitions are not parsed and shown as is in rendered PDF."
66418,Documentation,Bug,"",New,Should have,Open Content License: dead link in all docs,Michael Schams,"",2015-08-26 22:27,"","",2015-04-14,"","",0,2015-04-14 12:19,"","",-306650,"","","Currently, *all* official TYPO3 docs are published under the Open Content License and show a link to http://www.opencontent.org/opl.shtml

Now, the URL of the specific document ""opl.shtml"" ends up with a 404 File Not Found error.
However, the Open Content License website shows some basic infos/links: http://www.opencontent.org
We should update all docs and correct the link.

On the other hand, the ""license"" topic of TYPO3 docs pops up every now and then. I have started several discussions around this, because my impression is, that this license is not adequate anymore today (so much has changed in the last few years) and a more modern, contemporary and more established and well-known license should be considered for official TYPO3 docs.

Unfortunately, I am not a lawyer and I can't assess the pros and cons and impacts. Additionally, it looks like nobody is really interested in following up on this or can provide good advices.

Nevertheless, I dare to ask the question again: should we simply correct the links and stick with the Open Content License or should be consider choosing a new license?"
