Table	Duration	Birth	Death	LastKnownVersion	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
opencart_order_product	5	18	22	22	10	9	9.2	0.9	1	1	0.2	0.2	1	10	1	11
opencart_order_status	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_order_total	5	18	22	22	6	6	6	1	0	0	0	0		10	0	10
opencart_product	5	18	22	22	20	22	21.2	1.1	5	2	1	0.4	2.5	10	1	11
opencart_product_description	5	18	22	22	5	5	5	1	1	1	0.2	0.2	1	10	1	11
opencart_product_discount	5	18	22	22	4	8	7.2	2	6	1	1.2	0.2	6	10	2	12
opencart_product_image	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_product_option	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_product_option_description	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_product_option_value	5	18	22	22	6	8	6.8	1.33	2	1	0.4	0.2	2	10	1	11
opencart_product_option_value_description	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_product_related	5	18	22	22	2	2	2	1	0	0	0	0		10	0	10
opencart_product_special	4	18	22	22	5	7	6.5	1.4	0	0	0	0		10	0	10
opencart_product_to_category	5	18	22	22	2	2	2	1	0	0	0	0		10	0	10
opencart_product_to_download	5	18	22	22	2	2	2	1	0	0	0	0		10	0	10
opencart_review	5	18	22	22	9	9	9	1	0	0	0	0		10	0	10
opencart_setting	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_stock_status	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_tax_class	5	18	22	22	5	5	5	1	0	0	0	0		10	0	10
opencart_tax_rate	5	18	22	22	8	8	8	1	0	0	0	0		10	0	10
opencart_url_alias	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_user	5	18	22	22	10	10	10	1	0	0	0	0		10	0	10
opencart_user_group	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_weight_class	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_weight_rule	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_zone	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_zone_to_geo_zone	5	18	22	22	6	6	6	1	0	0	0	0		10	0	10
option	1	0	0	0	3	3	3	1	0	0	0	0		10	0	10
option_value	1	0	0	0	4	4	4	1	0	0	0	0		10	0	10
order	16	0	16	16	39	40	39.12	1.03	13	3	0.81	0.19	4.33	10	2	12
order_download	16	0	16	16	7	7	7	1	0	0	0	0		10	0	10
order_history	16	0	16	16	6	6	6	1	0	0	0	0		10	0	10
order_option	16	0	16	16	7	7	7	1	0	0	0	0		10	0	10
order_product	16	0	16	16	9	10	9.94	1.11	1	1	0.06	0.06	1	10	1	11
order_status	16	0	16	16	3	3	3	1	0	0	0	0		10	0	10
order_total	16	0	16	16	6	6	6	1	0	0	0	0		10	0	10
product	16	0	16	16	17	17	17	1	3	1	0.19	0.06	3	10	1	11
product_description	16	0	16	16	4	5	4.31	1.25	2	2	0.12	0.12	1	10	1	11
product_discount	16	0	16	16	4	4	4	1	0	0	0	0		10	0	10
product_image	15	1	16	16	3	3	3	1	0	0	0	0		10	0	10
product_option	15	1	16	16	3	3	3	1	0	0	0	0		10	0	10
product_option_description	15	1	16	16	4	4	4	1	1	1	0.07	0.07	1	10	1	11
product_option_value	15	1	16	16	6	6	6	1	0	0	0	0		10	0	10
product_option_value_description	15	1	16	16	4	4	4	1	1	1	0.07	0.07	1	10	1	11
product_related	3	14	16	16	2	2	2	1	0	0	0	0		10	0	10
product_special	4	13	16	16	5	5	5	1	0	0	0	0		10	0	10
product_to_category	16	0	16	16	2	2	2	1	0	0	0	0		10	0	10
product_to_download	16	0	16	16	2	2	2	1	0	0	0	0		10	0	10
product_to_image	1	0	0	0	2	2	2	1	0	0	0	0		10	0	10
product_to_option	1	0	0	0	7	7	7	1	0	0	0	0		10	0	10
review	16	0	16	16	9	9	9	1	0	0	0	0		10	0	10
setting	16	0	16	16	4	4	4	1	1	1	0.06	0.06	1	10	1	11
stock_status	16	0	16	16	3	3	3	1	0	0	0	0		10	0	10
tax_class	16	0	16	16	5	5	5	1	0	0	0	0		10	0	10
tax_rate	16	0	16	16	8	8	8	1	0	0	0	0		10	0	10
url_alias	1	0	0	0	3	3	3	1	0	0	0	0		10	0	10
user	16	0	16	16	10	10	10	1	0	0	0	0		10	0	10
user_group	16	0	16	16	3	3	3	1	0	0	0	0		10	0	10
weight_class	16	0	16	16	4	4	4	1	0	0	0	0		10	0	10
weight_rule	16	0	16	16	3	3	3	1	0	0	0	0		10	0	10
zone	16	0	16	16	4	4	4	1	1	1	0.06	0.06	1	10	1	11
zone_to_geo_zone	16	0	16	16	6	6	6	1	0	0	0	0		10	0	10
