#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
74361;TYPO3 CMS - What's New;Task;Task #71546: Transfer TYPO3 CMS 7.6 slides to git.typo3.org;Resolved;Should have;Transfer TYPO3 CMS 7.6 slides to git.typo3.org (Dutch, French, Greek, Italian, Spanish);Michael Schams;Michael Schams;6/3/2016 2:32;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);6/3/2016;;;100;6/3/2016 2:13;;;-697000;;;"Archive TYPO3 CMS 7.6 What's New Slides by submitting them to the official TYPO3 Git repository.
This task applies to the following languages: Dutch, French, Greek, Italian and Spanish."
73031;Security Guide;Task;;Needs Feedback;Should have;Add advice regarding php executables in fileadmin;Helmut Hummel;Helmut Hummel;1/2/2016 11:50;Guidelines for Administrators;;30/1/2016;;;0;30/1/2016 13:58;;;-635700;;;"All files and folders can and should be write protected for the webserver/ php user.

However fileadmin and typo3temp and uploads cannot be write protected be definition.

These folders should be excluded in the webserver configuration from executing PHP files."
72963;Documentation;Task;;Under Review;Must have;Online Extbase and Fluid Guide not in english;Christian Toffolo;Martin Bless;7/3/2016 16:18;Documentation on typo3.org;;27/1/2016;;;50;27/1/2016 13:01;;;-632350;;;"https://docs.typo3.org/typo3cms/ExtbaseGuide/Index.html
is in german, should be english"
72796;Documentation Rendering;Task;;Accepted;Must have;Switch manual TypoScriptSyntax Reference to new theme;Martin Bless;Martin Bless;18/1/2016 18:22;;;18/1/2016;;;0;18/1/2016 18:22;;;-624000;;;
72696;Documentation Rendering;Task;;Resolved;Must have;Set up rendering of core system extensions for branch 7.6;Martin Bless;Martin Bless;27/1/2016 17:08;;;14/1/2016;;;0;14/1/2016 12:26;;;-619000;;;
72376;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.26.2;Chris topher;Chris topher;21/12/2015 22:08;;;21/12/2015;;;100;21/12/2015 22:08;;;-603100;;;"The release fixes a number of security related bugs in 1.26.1.

Also check extensions, which might be vulnerable as well."
72327;Documentation Rendering;Task;Epic #57147: Rework design and general content of docs.typo3.org;New;Must have;Have the TerDocRenderer report the reason when build fails;Martin Bless;Xavier Perseguers;18/12/2015 22:51;;;18/12/2015;;;0;18/12/2015 22:48;;;-600650;;;"At the moment the TerDocRenderer copies the 'warnings.txt' to the root of a rendered html documentation.

However, if a SEVERE Sphinx error is hit there will be no result at all and thus no 'warnings.txt' too.

We need to provide info about why rendering failed. For example, by sending a mail to the address in ext_emconf.php or by always providing a result Index.html and the 'warnings.txt independent of what error occurred."
72323;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.26.1;Chris topher;Chris topher;18/12/2015 14:19;;;18/12/2015;;;100;18/12/2015 14:15;;;-600450;;;"The release fixes a number of security related bugs in 1.26.0.

Also check extensions, which might be vulnerable as well."
71900;Coding Guidelines;Task;;Resolved;Should have;Update to PSR-2;Hannes Lau;Chris topher;28/11/2015 15:39;;;27/11/2015;;;0;27/11/2015 20:05;;;-579350;;;"The PHP sections of the coding guidelines shall be updated to reflect the change to PSR-2 (See Section Coding Style at http://typo3.org/news/article/report-from-the-active-contributor-meeting-2015/ ). 

https://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/GeneralRequirementsForPhpFiles/Index.html
https://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/PhpSyntaxFormatting/Index.html

The information on this pages is outdated. As an example, right now, the ""Update Whitespace and indentation section"" reads

> TYPO3 uses tab characters to indent source code. One indentation level is one tab.

This is misleading, as PSR-2 uses whitespaces for indentation. 

It might be possible to drop the sections concerning PHP alltogether and replace it with ""Use PSR-2"". "
71882;Documentation Rendering;Task;Epic #57147: Rework design and general content of docs.typo3.org;Accepted;Must have;Better use 'git reset --hard'?;Martin Bless;Xavier Perseguers;18/12/2015 22:53;;;27/11/2015;;;0;27/11/2015 10:30;;;-578450;;;"In the ""cron_rebuild.sh"":https://github.com/marble/typo3-docs-typo3-org-resources/blob/master/userroot/scripts/bin/cron_rebuild.sh#L407 we have a `git reset`.

Shouldn't that be a `git reset --hard`?

Same in ""cron_rebuild-2015-10.sh"":https://github.com/marble/typo3-docs-typo3-org-resources/blob/master/userroot/scripts/bin/cron_rebuild-2015-10.sh#L430

We will have to check for more occurrences."
71842;Documentation Rendering;Task;Epic #57147: Rework design and general content of docs.typo3.org;Accepted;Should have;Handling of README.rst;Martin Bless;;5/3/2016 16:39;;;25/11/2015;;;0;25/11/2015 20:24;;;-576450;;;"Both the ""current build script"":https://github.com/marble/typo3-docs-typo3-org-resources/blob/master/userroot/scripts/bin/cron_rebuild.sh and the upcoming ""build script of 2015-10"":https://github.com/marble/typo3-docs-typo3-org-resources/blob/master/userroot/scripts/bin/cron_rebuild-2015-10.sh

contain code to cope with documentation projects that only have a PROJECT/README.* file.

This is obsolete. The code to handle README.* should be removed. Instead a canonical documentation structure with at least

<pre>
PROJECT/Documentation/Index.rst
PROJECT/Documentation/Settings.cfg
</pre>

is required (= canonical structure)

So the general rules for documentation projects are:

- Documentation projects MUST have the right file structure (= canonical, see above)
- For TYPO3 CMS extensions a preprocessor will create that structure ""on the fly"" when there's only a README. That preprocessor already exists.
- For other projects, like Github projects, nothing be rendered at the moment if there only is a README, as we don't have a preprocessor for those projects at the moment.








"
71701;Security Guide;Task;Suggestion #68167: Create section with recommendations for developers;New;Should have;Do not use second argument of getLL();Helmut Hummel;;20/11/2015 4:21;Guidelines for Developers;;19/11/2015;;;0;19/11/2015 17:22;;;-569400;;;"Wrap in htmlspecialchars() instead

<pre>
$html = '<div>' . htmlspecialchars($this->getLanguageService()->getLL('label')) . '</div>',
</pre>"
71699;Security Guide;Task;Suggestion #68167: Create section with recommendations for developers;New;Should have;Introduce different HTML contexts and how API methods we have to encode;Helmut Hummel;;20/11/2015 4:21;Guidelines for Developers;;19/11/2015;;;0;19/11/2015 17:20;;;-569300;;;"h2. ""normal"" HTML Attribute
<pre>
$output .= '<div data-foo=""' . htmlspecialchars($data) . '"">something</div>',
</pre>

h2. Tag context
<pre>
$output .= '<div>' . htmlspecialchars($message) . '</div>',
</pre>

h2. JavaScript value
<pre>
$output .= '<script>bar=' . GeneralUtility::quoteJSValue($value) . ',</script>',
</pre>

"
71547;TYPO3 CMS - What's New;Task;Task #71546: Transfer TYPO3 CMS 7.6 slides to git.typo3.org;Resolved;Should have;Transfer TYPO3 CMS 7.6 slides to git.typo3.org (English and German);Michael Schams;Michael Schams;6/3/2016 2:32;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);13/11/2015;;;100;13/11/2015 5:06;;;-561700;;;"Archive TYPO3 CMS 7.5 What's New Slides by submitting files to the official TYPO3 Git repository.
This task applies to the following languages: English and German."
71546;TYPO3 CMS - What's New;Task;;Resolved;Should have;Transfer TYPO3 CMS 7.6 slides to git.typo3.org;Michael Schams;Michael Schams;6/3/2016 2:35;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);13/11/2015;;;100;13/11/2015 5:04;;;-561650;;;"Archive TYPO3 CMS 7.6 What's New Slides by submitting them to the official TYPO3 Git repository.
This task applies to the following languages: Dutch, English, French, German, Greek, Italian, Serbian and Spanish."
71411;TYPO3 CMS - What's New;Task;;Resolved;Should have;"Update ""What's New"" page on t3o";Michael Schams;Michael Schams;13/11/2015 4:54;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);8/11/2015;;;0;8/11/2015 12:38;;;-554950;;;"Re-work page ""TYPO3 CMS What's New"" on t3o: http://typo3.org/download/release-notes/whats-new/

- list current version CMS 7 LTS of the slides predominantly 
- clearly point out that slides for *old* versions of TYPO3 CMS can be found on forge
"
71410;TYPO3 CMS - What's New;Task;;Resolved;Should have;Transfer TYPO3 CMS 7.5 slides to git.typo3.org;Michael Schams;Michael Schams;6/3/2016 2:32;TYPO3 CMS 7.5;TYPO3 CMS 7.5;8/11/2015;;;100;8/11/2015 12:33;;;-554900;;;"Archive TYPO3 CMS 7.5 What's New Slides by submitting them to the official TYPO3 Git repository.
This task applies to the following languages: Dutch, English, French, German, Greek, Italian, Serbian and Spanish."
71409;TYPO3 CMS - What's New;Task;;Resolved;Should have;Clarify TYPO3 CMS 7 installation with composer;Michael Schams;Michael Schams;13/11/2015 5:06;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);8/11/2015;;;0;8/11/2015 12:29;;;-554850;;;"New slide provides basic instructions how to deploy TYPO3 CMS 7 with Composer, see attached screenshot0001.png.
Can someone confirm that this is correct? Thanks."
70989;Security Guide;Task;;Resolved;Should have;Describe Sub-Resource Integrity (SRI) for JavaScript file inclusion;Michael Schams;;20/11/2015 4:51;Guidelines for Integrators;;24/10/2015;;;0;24/10/2015 9:13;;;-533950;;;"Chapter *Guidelines for Integrators*
Describe support for Sub-Resource Integrity (SRI), introduced in TYPO3 CMS version 7.3 (see #66698), when JavaScript files are included via TypoScript.

(quote) _SRI is a W3C specification that allows web developers to ensure that resources hosted on third-party servers have not been tampered with._

Integrity hashes can be generated with https://srihash.org or openssl. Examples can be found in our ""What's New Slides"":http://typo3.org/download/release-notes/whats-new/ (TYPO3 CMS 7.3).

http://www.w3.org/TR/SRI/
https://blog.cloudflare.com/an-introduction-to-javascript-based-ddos/"
70800;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.25.3;Chris topher;Chris topher;16/10/2015 21:24;;;16/10/2015;;;100;16/10/2015 21:16;;;-524500;;;"The release fixes a number of security related bugs in 1.25.2.

Also check extensions, which might be vulnerable as well."
70600;TYPO3 CMS - What's New;Task;;Resolved;Should have;Transfer TYPO3 CMS 7.4 slides to git.typo3.org;Michael Schams;Michael Schams;13/10/2015 12:48;TYPO3 CMS 7.4;;12/10/2015;;;100;12/10/2015 0:30;;;-514500;;;"Archive TYPO3 CMS 7.4 What's New Slides by submitting them to the official TYPO3 Git repository.
This task applies to the following languages: Dutch, English, French, German, Greek, Italian, Serbian and Spanish."
