#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
78497;Core APIs;Bug;;Resolved;Should have;Code example outside formatted area;Ralf Merz;;1/11/2016 16:13;;;29/10/2016;;;0;29/10/2016 13:55;;;-882450;;;"Hi,

on page https://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/MainClasses/UsefulFunctions/Index.html the example for 
<pre>
allowTableOnStandardPages
</pre>
is outside the formatting area (the black background).

This is also the case for addPItoST43, registerPageTSConfigFile.

Kind regards,
merzilla"
77922;TYPO3 CMS - What's New;Bug;;Resolved;Should have;8.3 - InDepth - LinkService (2) - Weird meaning;Pierrick Caillon;Michael Schams;3/1/2017 0:55;;TYPO3 CMS 8.2/8.3;12/9/2016;;;100;12/9/2016 22:33;;;-853750;;;"I did not catch this one first but the meaning is weird.

The phrase is ""The resource handler key is a list of handlers available in TYPO3.""
Reduced is ""The key is a list"".
But the said list specify the available keys.
I cannot guess exactly what the author tried to say here. But I'll make some sense of it in the translation."
76955;wiki.typo3.org;Task;;Resolved;Should have;Update the Wiki to MediaWiki 1.27;Chris topher;Chris topher;19/12/2016 19:14;;;6/7/2016;;;100;6/7/2016 14:30;;;-805400;;;"Update the Wiki to MediaWiki 1.27

MediaWiki 1.27 has been released and is now available.

h2. Update the server

The update is stalled by the outdated PHP version on the server. Needed is PHP 5.5.9 at least. The update cannot be done before a newer PHP version has been installed. For Debian Squeeze, which is used currently, only PHP 5.4 is available (and also that not from the Debian guys, but only from Dotdeb). PHP 5.5 or newer is not available. Seems like it needs a new OS or a new server.

See #79027.


h2. Update MediaWiki Core and run update.php

Remove old folders (except folder images, our skins and our extensions) and then
cp -r mediawiki-1.27.0/* wiki/
run update.php
=> Done.

(diff mediawiki-1.27.0/ and wiki/).

h2. Update extensions (part 1: extensions from tarball or from mediawiki.org)

h3. Newly bundled for 1.27 (extensions from tarball => update .gitignore)

=> None.

h3. Removed ones (extensions from tarball => update .gitignore)

=> None.

h3. Extensions from mediawiki.org

Update extensions from mediawiki.org.

=> Done.

h2. Relevant changes from the ""mailing list"":https://lists.wikimedia.org/pipermail/mediawiki-announce/2016-June/000191.html:

No new details.

https://lists.wikimedia.org/pipermail/mediawiki-announce/2016-June/000190.html

* Update index_sso.php according to these changes:
  https://phabricator.wikimedia.org/diffusion/MW/history/REL1_27/maintenance/createAndPromote.php
  (Especially the last 2 ones, where support for AuthManager (namespace MediaWiki\Auth) is added,
  changes e.g. for $user->setPassword($user->randomPassword()),.)
  => setPassword() has been deprecated, pending the introduction of AuthManager.
  => User::randomPassword() is deprecated in favor of a new method
     PasswordFactory::generateRandomPasswordString()
  => Are fixed.

* MediaWiki will now auto-create users as necessary, removing the need for
  extensions to do so. An 'autocreateaccount' right is added to allow
  auto-creation when 'createaccount' is not granted to all users.
  => Check, if this means that new users do not have to be added anymore in index_sso.php
     Maybe they still have to, see createAndPromote.php, which adds them itself.
  => Manually adding them is still needed.

* AuthManager is concerned with logging in by supplying credentials
  to Special:UserLogin or the like, and with creating accounts with
  new credentials. This includes the usual username and password form
  => Does our index_sso.php login script still work?!
  => Creation of new and login of existing accounts?
  => Works.

h2. https://www.mediawiki.org/wiki/MediaWiki_1.27:

* PHP extensions openssl and/or(?) mcrypt are required. Otherwise login might fail.
  => Only one of them is needed, see https://www.mediawiki.org/wiki/Manual:$wgSessionInsecureSecrets
  => Checked on the commandline: openssl is present, mcrypt is not. Is ok.
  
h2. RELEASE-NOTES-1.27

* Required PHP extensions
** ctype
** iconv
** json
** mbstring (new requirement in 1.27)
** xml
The following PHP extensions are strongly recommended:
** openssl

=> Checked on the commandline: All present/enabled.

* PHP session handling in general ($_SESSION, session_id(), and so on) is
  deprecated. Use MediaWiki\Session\SessionManager instead.

* Two new globals, $wgChangeCredentialsBlacklist and $wgRemoveCredentialsBlacklist
  can be used to prevent the web UI and the API changing certain authentication data.
  => Check, if otherwise changing the information, which the user should _not_ be able
     to change would be changable and prevent this,
     e.g. the email-address, the real name and the username.
  => And for the API: action=resetpassword
  => Prior to allowing any change, this requires the user to enter his password - which he does not know.
  => Is ok.

* The following functions have been removed:
** wfEmptyMsg() was removed
** wfMsgReal() was removed
** wfMsgHtml() was removed
** wfMsg() was removed
Do we use them? If so, update them to whatever is appropriate, maybe with wfMessage().
For replacements see https://www.mediawiki.org/wiki/Manual:Messages_API#Help_with_replacing_deprecated_wfMsg.2A_functions
=> Are not used/fixed. Is ok.

h2. Update our skin

Use diff and adjust... Use Git for version control.
Do the changes from inside the Vector repo:
https://github.com/wikimedia/mediawiki-skins-Vector/

""Old branch."":https://github.com/wikimedia/mediawiki-skins-Vector/commits/REL1_26  ""New branch"":https://github.com/wikimedia/mediawiki-skins-Vector/commits/REL1_27?page=4
Relevant are the commits from where the sha1 hashes for the ""same"" commit start becoming different
First one is 2015-09-23 = Add MediaWiki version requirement to skin.json

* $wgPreloadJavaScriptMwUtil was removed (deprecated in 1.26).
  Extensions, skins, gadgets and scripts that use the mediawiki.util module must
  express a dependency on it.
* $wgIncludeLegacyJavaScript, deprecated in MediaWiki 1.26, now defaults false.
  Extensions, skins, gadgets and scripts that need the mediawiki.legacy.wikibits
  module should express a dependency on it.
  => Relevant for the skins? Searchbox overwrite JavaScript?
  => Is working.
  => Open a few pages and check the console for JS errors!
  => Result: No errors.

* Skins and extensions can now use FlexBox mixins (.flex-display(@display: flex)
  and .flex(@grow: 1, @shrink: 1, @width: auto, @order: 1)) in Less to create
  cross-browser-compatible FlexBox rules. Users will still need to add fallback
  float rules or the like for compatibility with IE9- separately.

* User::getSkin() was removed
  => function getSkin is used in several places, but not the function from inside the User class. Is ok.

* Skin update ready?!
  => Compare with live system and check, if everything still looks the same.
  => Is ok.

=> Use Firebug to check for JavaScript errors and other problems (e.g. missing mediawiki.util)!

* Inside the TOC, there is a new space between classes tocnumber and toctext, which is not underlined.
  These are the 5px, where tocnumber has padding-right: 5px,
  => Fix to make line run through again!
     Untested: #toc ul li, .toc ul li {text-decoration: underline,}
  => Also check typo3design!
  => Is also a problem in Vector and will likely be solved there and can then be integrated for us.

h2. Update CSS file(s) of the TYPO3Design skin

Needs ""update"":http://wiki.dev.typo3.org/User:Chrissitopher?useskin=typo3design

=> Update done. Looks good.

h2. Check list at http://wiki.dev.typo3.org/User:Chrissitopher

=> Done, works.


h2. Check sortable tables

E.g. at http://wiki.dev.typo3.org/User_talk:Chrissitopher

=> Is ok.

h2. Other stuff, that needs fixes

* The file typo3conf/ext/ter_fe/res/icons/state_stable.gif
  gets requested from typo3.org by something in the Sandbox page, but the file no longer is there.
  => CSS class ""stable_unreviewed"", used in
     TYPO3ExtensionInfo/entities/T3CMSExtensioninfo.php
     TYPO3ExtensionInfo/renderer/T3CMSExtensionRenderer.php
  => Fixed, uses pure CSS with the original colors from TER now.

* Visiting the Sandbox and clicking around a bit in Firebug under Console > All shows
  a number of deprecated messages. E.g.
  Use of ""gM"" is deprecated. Use mw.message( ... ).parse() instead.
  but there is no backtrace...
  => Source might be a page on the wiki, e.g. MediaWiki:Common.js and friends,
     something in the skin or something in an extension.
  => Might be helpful: Firebug, Script tab, open side panel at the right hand side, see the variables...
  => Search a DB dump for hits of these functions then. The text table might have some...
  => Has also been present in MW 1.26 already, most likely not set by any custom code in our installation.
  => Gets added by the MediaWiki Core, includes/OutputPage.php: getJSVars().

* Integrate the fixes in SyntaxHighlight_GeSHi: SyntaxHighlight_GeSHi again:
  New wheel file and change in SyntaxHighlight_GeSHi.lexers.php.
  See https://forge.typo3.org/issues/71852
  => Done.

* Check Sandbox, e.g. highlighted things and fontsize in section ""Code""...
  => Is ok.

* Check, if the implementation of syntax highlighting for custom tags is still working
  (after GeSHi switched to Pygments)
  => Is working.

* Check, if the Special:Preferences page still is styled, changes were in the commit from 2015-11-08.
  Still untested, if the preferences have not been broken = are still styled at all.
  => Styling is ok.


---

h2. Update extensions (part 2)

h3. Our own, custom extensions

* After looking through some extensions, e.g. Collection, UserMerge, ReplaceText, Poem, Syntaxhighlighting
  there most likely really is exactly nothing to do here. Should all work as is.
  => However, still test the extension functions, e.g. presence of the header on exception pages,
     function of the <extension> and <issue> tags and so on...
  => Are ok.


h3. PDF export feature

Check that HTML in the left-hand menu is displayed as it should. Functionality also still needs a test.
=> After upgrade, test on live system.
=> Menu items are still there, but rendering of a page to PDF fails with
   Book rendering failed: There was an error while attempting to render your book.
   See #79038.

h2. Order columns, remove db dumps in home/

=> Is ok.

h2. Remove mediawiki-1.27.1 and mediawiki-1.27.1.tar.gz in /home/wikidev/www


h2. Copy Git repos and restore content

Move repos (skins, extensions) from dev to live and checkout their content.
=> Done.

h2. Transfer changes in LocalSettings.php to live system!

=> Done.

h2. Add changes in index_sso.php
=> Adding a new user to the DB works. Different passwords set for different users?
=> Changing an existing user's realname also works.
=> Add changes to live instance.
=> Done.

h2. Check, if all pages linked in the main menu do still exist, otherwise update menu accordingly (TYPO3Vector + TYPO3Design)

=> Done.


h2. Create local backup and diff of skin files

E.g.
diff -u Vector/skin.json TYPO3Design/skin.json > Vector-1.27-gegen-TYPO3Design-1.27.diff
diff -u Vector/Vector.php TYPO3Design/TYPO3Design.php >> Vector-1.27-gegen-TYPO3Design-1.27.diff
diff -u Vector/SkinVector.php TYPO3Design/SkinTYPO3Design.php >> Vector-1.27-gegen-TYPO3Design-1.27.diff
diff -u Vector/VectorTemplate.php TYPO3Design/TYPO3DesignTemplate.php >> Vector-1.27-gegen-TYPO3Design-1.27.diff

diff -u Vector/skin.json TYPO3Vector/skin.json > Vector-1.27-gegen-TYPO3Vector-1.27.diff
diff -u Vector/Vector.php TYPO3Vector/TYPO3Vector.php >> Vector-1.27-gegen-TYPO3Vector-1.27.diff
diff -u Vector/SkinVector.php TYPO3Vector/SkinTYPO3Vector.php >> Vector-1.27-gegen-TYPO3Vector-1.27.diff
diff -u Vector/VectorTemplate.php TYPO3Vector/TYPO3VectorTemplate.php >> Vector-1.27-gegen-TYPO3Vector-1.27.diff


h2. Locally backup SingleSignOn code

=> No longer needed. Is now part of the daily default backup.

h2. diff wiki and wikidev and incorporate all changes

=> Done.

h2. For after the update

* From the Git repos in extensions/ and skins/, do a checkout of branch 1.27.
  In extensions/ download from mediawiki.org.
  => Done.

* index_sso.php: Additional migration tips:
     https://www.mediawiki.org/wiki/Manual:SessionManager_and_AuthManager/Updating_tips

  
"
76726;Documentation;Bug;;New;Should have;internal link leads to different language ;Sven Juergens;;22/6/2016 10:53;;;22/6/2016;;;0;22/6/2016 10:53;;;-793950;;;"hi,

sorry, don't know if this is the right place to report this.

Today, i was reading the very nice english TYPO3 Inside Documentation.

In this chapter
https://docs.typo3.org/typo3cms/InsideTypo3Reference/CoreArchitecture/AccessControl/AccessControlOptions/Index.html#access-lists

is a link for more information to a Topic -> ""Getting Started tutorial."" but this link leads to the french Version of the ""Getting Started tutorial"".
Maybe this could be changed.

Best Regards
"
76694;TYPO3 CMS - What's New;Bug;;New;Should have;Miscellaneous errors;Pierrick Caillon;Michael Schams;19/6/2016 15:36;TYPO3 CMS 8.1;TYPO3 CMS 8.1;19/6/2016;;;0;19/6/2016 15:36;;;-792350;;;"While translating, I have seen these issues:
* InDepthChanges.tex:""Feature: #75454 - PHP Library Doctrine DBAL (2)"": §4 ""select, update and delete"" -> ""select, update and delete"" ('d' in ""and"" missing)
* InDepthChanges.tex:""Feature: #75454 - PHP Library Doctrine DBAL (3)"": listing line 2, ""Connecction"" instead of ""Connection""
* InDepthChanges.tex:""Feature: #75454 - PHP Library Doctrine DBAL (3)"": listing line 10, missing quote after ""aTable""
* InDepthChanges.tex:""Feature: #70056 - PHP Library ""Guzzle"" (2)"": listing line 7, ""$uri = $additionalOptions"" (uri variable not used, but url is used. Same value is not expected for additionalOptions and url. An url is missing)
"
76253;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.26.3;Chris topher;Chris topher;20/5/2016 20:09;;;20/5/2016;;;100;20/5/2016 19:42;;;-770650;;;"The release fixes a number of security related bugs in 1.26.2.

Also check extensions, which might be vulnerable as well."
76095;TYPO3 CMS - What's New;Bug;;Under Review;Should have;ObjectStorage.array : Invalid index in example;Pierrick Caillon;Michael Schams;17/5/2016 13:12;TYPO3 CMS 8.0;TYPO3 CMS 8.0;9/5/2016;;;0;9/5/2016 15:31;;;-762750;;;"In the last Extbase and Fluid slide, when presenting the slides to my colleagues, we noticed the code example does not match its legend.

It tells it shows how to retrieve the 4th element, but it is the 5th which is retrieved, because the array starts at 0, not 1.

The error is also present in the source ticket and feature file.

Slide ID: 66f49b79-4de7bb91-25472149-88b0761f"
76079;TYPO3 CMS - What's New;Bug;;Under Review;Must have;English - InDepthChanges - Duplicated paragraph from previous slide;Pierrick Caillon;Michael Schams;17/5/2016 13:01;TYPO3 CMS 8.0;TYPO3 CMS 8.0;7/5/2016;;;0;7/5/2016 16:24;;;-762200;;;"The paragraph for the class name in the new random generator slide is duplicated on the next slide. Slide ID is cb196cd9-d0c9c728-a608111d-286320ec

The paragraph text is ""The API resides in class \TYPO3\CMS\Core\Crypto\Random"""
76078;TYPO3 CMS - What's New;Bug;;Under Review;Should have;English - wrong word or duplicate;Pierrick Caillon;Michael Schams;18/5/2016 10:08;TYPO3 CMS 8.0;TYPO3 CMS 8.0;7/5/2016;;;0;7/5/2016 16:22;;;-762150;;;"While translating I found these two issues:
* InDepthChanges.tex - f1e7026b-89f2170f-b8d1e483-2667df6f: ""to be executed by typo3 is an associative"" should be ""to be executed by typo3 in an associative""? (""is"" cannot be used with this sentence structure, present in the feature file)
* InDepthChanges.tex c3e97b40-b0d84171-98d2011d-19a838a1: ""created for (e.g. for caching"" should be ""created (e.g. for caching""
"
76077;TYPO3 CMS - What's New;Bug;;Under Review;Could have;English - Miscellaneous typo;Pierrick Caillon;Michael Schams;18/5/2016 10:10;TYPO3 CMS 8.0;TYPO3 CMS 8.0;7/5/2016;;;0;7/5/2016 16:19;;;-762100;;;"While translating, I found these missing changes and errors:
* TypoScript.tex: version 7.6 in header
* TypoScript.tex - 742f3490-afa200e1-19572e49-4f1a981a: missing closing parenthesis in last paragraph
* InDepthChanges.tex: version 7.6 in header
* ExtbaseAndFluid.tex: version 7.6 in header
* DeprecatedRemovedFunctions.tex: version 7.6 in header
* SourcesAndAuthors.tex: version 7.6 in header
"
76073;TYPO3 CMS - What's New;Bug;;Under Review;Should have;BUI: Slide 3 - Misleading title;Pierrick Caillon;Michael Schams;7/5/2016 16:07;TYPO3 CMS 8.0;TYPO3 CMS 8.0;7/5/2016;;;0;7/5/2016 11:46;;;-761900;;;"I think the title of the last slide in Backend User Interface chapter is misleading.
The actual title is ""Copy pages in drag & drop mode"". The feature title is ""Page module: drag and drop supports copying now"".

Reading only the title, it made me think the page tree support making a copy of a page using drag and drop. However the feature is to be able to create duplicate of content element in the module using drag & drop with CTRL key.

I think the title should be something like ""Pages: copy elements with drag & drop"" or ""Pages: drag & drop can copy elements"""
75990;TYPO3 CMS - What's New;Task;;Resolved;Should have;Transfer TYPO3 CMS 8.0 slides to git.typo3.org;Michael Schams;Michael Schams;30/4/2016 8:06;TYPO3 CMS 8.0;TYPO3 CMS 8.0;30/4/2016;;;100;30/4/2016 7:20;;;-757750;;;"Archive TYPO3 CMS 8.0 What's New Slides by submitting files to the official TYPO3 Git repository.
This task applies to the following languages: Dutch, English, German, Greek, Italian and Spanish."
75839;TYPO3 Skinning Reference;Feature;;New;Should have;2 Icons for intermediate tables;David Bruchmann;;21/4/2016 13:17;;;21/4/2016;;;0;21/4/2016 13:17;;;-750200;;;"Using intermediate table like described here:
http://stackoverflow.com/questions/26733567/typo3-extbase-irre-add-existing-records-with-foreign-selector/26746960#26746960

... tables should have the possibility getting two icons assigned.
While it's in general possible to override any icons with hooks like overrideIconOverlay it's much work and I never found any description about that, so I still have to fiddle that out, especially concerning ajax-calls from inside of inherited BE-forms.

An option to assign two different icons where each one is used depending on the perspective, the logic of IRRE would be much more comfortable.

I know it's getting deeper than just skinning, so I don't mind if the issue is sorted somewhere else."
75712;TYPO3 CMS - What's New;Bug;;Resolved;Should have;Some bugs/suggestions;Sergio Catalá;;30/4/2016 8:06;TYPO3 CMS 8.0;TYPO3 CMS 8.0;16/4/2016;;;0;16/4/2016 13:57;;;-743850;;;"- Line 91-92 of InDepthChanges.tex: ?This lists the Symfony/Console/Command classes to be? executed by \texttt{typo3} is an associative array? -> This sentence is not properly built, it has two verbs (""to list"" and ""to be"").

- Line 136 of InDepthChange"
75146;Documentation;Bug;;New;Should have;"Wrong version on api.typo3.org for ""current stable""";Armin Vieweg;;16/3/2016 14:54;;;16/3/2016;;;0;16/3/2016 14:53;;;-715700;;;"The API on this page (http://api.typo3.org/typo3cms/current/html/) does not show the classes of the current TYPO3 stable version.

E.g. some ViewHelpers are missing, like the If- or CycleViewHelper:

!2016_03_15 21_12.png!


But the 7.6 branch of TYPO3 still contains these viewhelpers:
https://git.typo3.org/Packages/TYPO3.CMS.git/tree/refs/heads/TYPO3_7-6:/typo3/sysext/fluid/Classes/ViewHelpers


So I guess, there is just a wrong version/branch configured in the script which triggers doxygen. "
74539;Templating Tutorial;Bug;;New;Should have;Copying the template files to the right place - no folder existing;Benjamin schäfer;;9/3/2016 16:30;;;9/3/2016;;;0;9/3/2016 16:30;;;-704450;;;"When I install the Extension ""doc_tut_templating"", I find a folder ext/doc_tut_templating, but there's no subfolder ""template"", which I should copy for this tutorial."
74362;TYPO3 CMS - What's New;Task;;Resolved;Should have;Transfer TYPO3 CMS 7 LTS slides to git.typo3.org;Michael Schams;Michael Schams;6/3/2016 2:53;TYPO3 CMS 7.6 (CMS 7 LTS);;6/3/2016;;;100;6/3/2016 2:40;;;-697050;;;"Archive TYPO3 CMS 7 LTS What's New Slides by submitting files to the official TYPO3 Git repository. This task applies to the following languages: Dutch, English and German.
"
74361;TYPO3 CMS - What's New;Task;Task #71546: Transfer TYPO3 CMS 7.6 slides to git.typo3.org;Resolved;Should have;Transfer TYPO3 CMS 7.6 slides to git.typo3.org (Dutch, French, Greek, Italian, Spanish);Michael Schams;Michael Schams;6/3/2016 2:32;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);6/3/2016;;;100;6/3/2016 2:13;;;-697000;;;"Archive TYPO3 CMS 7.6 What's New Slides by submitting them to the official TYPO3 Git repository.
This task applies to the following languages: Dutch, French, Greek, Italian and Spanish."
73465;Extbase Book Translation;Suggestion;;New;Should have;Change db fieldnames from l18n_* to l10n_*;Tobias Schächtelin;;16/2/2016 9:16;;;16/2/2016;;;0;16/2/2016 9:16;;;-656550;;;"Hi,

since @l18n@ (as in @l18n_parent@ and @l18n_diffsource@) is semantically wrong and it is my understanding that recent db tables as well as the Extension Builder use @l10n_parent@ and @l10n_diffsource@, shouldn't this be changed throughout the book, maybe with an aditional note explaining the continuous usage of the old naming in existing tables.

What do you think? I would be willing to pull request those changes, of course.

Best
Tobias
"
73171;Documentation;Bug;;Resolved;Must have;Extension repository - most links to manuals (and source)  are gone;Kurt Ludikovsky;;17/2/2016 20:07;Documentation on typo3.org;;7/2/2016;;;100;7/2/2016 18:31;;;-642700;;;"Many links in the extension repository are gone.

While some extensions might not have a manual, there are several where I already have used the manual a few days ago.

Attached screenshot shows the current situation where e.g. direc_mail has no manual. Also newsletter has no manual.

(I hope this is not just because there is an update. Does not seem to be.)

"
73031;Security Guide;Task;;Needs Feedback;Should have;Add advice regarding php executables in fileadmin;Helmut Hummel;Helmut Hummel;1/2/2016 11:50;Guidelines for Administrators;;30/1/2016;;;0;30/1/2016 13:58;;;-635700;;;"All files and folders can and should be write protected for the webserver/ php user.

However fileadmin and typo3temp and uploads cannot be write protected be definition.

These folders should be excluded in the webserver configuration from executing PHP files."
