RepositoryID;EventType;FinishedAt;Number;State;Result;Branch;Duration;CommitID;Message;StartedAt
1671056;push;2016-10-19T11:43:13Z;1094;finished;1;feature/xref_pipeline_ebi_test;2005;b518db8644dd3ebd49df70ac541ed1c056c37b5b;"[ENSCORESW-1846]. Should not set pr_port to port, but also use default MySQL port when not defined.";2016-10-19T11:24:04Z
1671056;push;2016-10-19T09:47:02Z;1093;finished;0;experimental/ebi_migration;2256;bd95a1871c2a107a3da4c52b35dd119230b4d57e;"Merge pull request #152 from carlacummins/patch-1  Add fuzzy matching on synonyms";2016-10-19T09:26:52Z
1671056;push;2016-10-14T15:24:35Z;1092;finished;0;master;2071;20c9262291580a321d5fd8163c78709fea40e24d;"tell me where the db lives";2016-10-14T15:05:18Z
1671056;push;2016-10-11T13:12:06Z;1091;finished;0;master;2351;7dea5105143556cb9c8ce28d133c71b3bda359cc;"Clean up SqlHelper documentation for Doxygen. Also remove some undefs.";2016-10-11T12:49:00Z
1671056;pull_request;2016-10-07T15:16:44Z;1090;finished;0;master;2120;c3c3b1124c495f125a9094edced8371e4d6a9743;"Fixed bug in set_gene_descriptions where filtered descriptions were being ignored in favour of the original description";2016-10-07T14:58:07Z
1671056;push;2016-10-05T10:54:54Z;1089;finished;0;master;2089;2f0705fea85e8da7bcf89789d512bd2afdaebc40;"Merge pull request #158 from Ensembl/release_87_patches  Release 87 patches";2016-10-05T10:43:14Z
1671056;pull_request;2016-10-05T10:32:37Z;1088;finished;0;master;2107;b503b78764f275612060c1ca4a0e20cd8351b8a5;"Version update 86->87 and release 87 patches:updates for SQLite testdbs";2016-10-05T10:07:17Z
1671056;push;2016-10-05T10:21:26Z;1087;finished;0;release_87_patches;2059;ac78563b259848fe8bb8efcb73d142425e4e1891;"Version update 86->87 and release 87 patches:updates for SQLite testdbs";2016-10-05T09:57:38Z
1671056;push;2016-10-05T09:53:24Z;1086;finished;0;release_87_patches;2222;db02e798816a8930ba20d1ff89b843a360b87406;"Version update 86->87 and release 87 patches:correction";2016-10-05T09:31:53Z
1671056;push;2016-10-04T15:14:25Z;1085;finished;0;master;2300;52238b0f2dd282912c30b52518424780f5141f69;"Perl critic must avert its gaze from this known bad behaviour";2016-10-04T14:51:45Z
1671056;push;2016-10-04T14:48:21Z;1084;finished;1;master;2101;bc2957b22e54d9672e5a727468b029c490fd51dd;"Remove setting of extra_data column in DNAAlignFeature table, so that new attrib adaptor is used exclusively. Port retiring extra_data eval code into AnalysisAdaptor, so that web_data can still be accessed, but eval is localised to a single class and not the entire set of adaptors.";2016-10-04T14:29:25Z
1671056;push;2016-09-29T16:18:50Z;1083;finished;0;master;2128;987b78576644bb42c8c58bf3354d99ca1228a92b;"file not used any more";2016-09-29T15:53:26Z
1671056;push;2016-09-29T16:11:20Z;1082;finished;0;master;2090;d630094e1e38c0f47cc77b6b5d96d525d3977254;"remove deprecated calls";2016-09-29T15:52:32Z
1671056;push;2016-09-29T13:41:16Z;1081;finished;0;master;2201;9aed91b86e59a250481899ad55db8edbd1feed0c;"remove deprecated methods for release 87";2016-09-29T13:19:06Z
1671056;push;2016-09-30T13:27:20Z;1080;finished;0;ENSCORESW-1481;2331;90e11c8eccedc5c82aff9d6b4cfdf454d6da9c10;"Changes to include input coordinates in map out - ENSCORESW-1481 - Further formatting updates";2016-09-30T12:59:29Z
1671056;pull_request;2016-09-30T13:18:36Z;1080;finished;0;master;2153;99ca663860601645f26a3e728848bb41e7ee91f5;"Changes to include input coordinates in map out - ENSCORESW-1481 - Further formatting updates";2016-09-30T12:59:20Z
1671056;push;2016-09-28T12:57:02Z;1079;finished;0;STABLE_ID_LOOKUP_ENSCORESW-1849;2220;c31cf25078f919cbf5bc892d3e9f897236b4db46;"Updated the populate_stable_id_lookup script to work with multiple species";2016-09-28T12:36:24Z
1671056;push;2016-09-27T16:10:22Z;1078;finished;0;master;2205;af33ebd31dbcc469c6947bf292fed3dbaf8afc9e;"Merge pull request #157 from Ensembl/ENSCORESW-1912  Updated the new call to create the ProteinFeature object in ProteinFe…";2016-09-27T15:50:30Z
1671056;pull_request;2016-09-26T14:11:39Z;1077;finished;0;master;2453;c17633a7bd5e57961543f5094112f61e47666291;"Updated the new call to create the ProteinFeature object in ProteinFeatureAdaptor to match the attributes expected from ProteinFeature - ENSCORESW-1912: removed unused import";2016-09-26T13:41:49Z
1671056;push;2016-09-26T14:03:46Z;1076;finished;0;ENSCORESW-1912;2382;0295688187e6150b3cc8233445f1b387cecaec48;"Updated the new call to create the ProteinFeature object in ProteinFeatureAdaptor to match the attributes expected from ProteinFeature - ENSCORESW-1912: removed unused import";2016-09-26T13:41:43Z
1671056;pull_request;2016-09-26T11:28:00Z;1075;finished;0;master;2009;7087f90e364d49a8329ee3a7cf62c8501ae757ca;"Updated the new call to create the ProteinFeature object in ProteinFeatureAdaptor to match the attributes expected from ProteinFeature - ENSCORESW-1912";2016-09-26T11:07:19Z
1671056;push;2016-09-26T11:21:37Z;1074;finished;0;ENSCORESW-1912;2032;f8274d1f777e0560999b17015d7167702a0eb59c;"Updated the new call to create the ProteinFeature object in ProteinFeatureAdaptor to match the attributes expected from ProteinFeature - ENSCORESW-1912";2016-09-26T11:02:39Z
1671056;push;2016-09-23T10:48:07Z;1073;finished;0;master;2193;8de73f3652138d8cad485f52065d78e70d573c27;"Merge branch 'mn1-patch-5'";2016-09-23T10:23:16Z
1671056;push;2016-09-23T10:45:39Z;1072;finished;0;mn1-patch-5;2273;d3f9359b933923ca44e7609722628ff237a33248;"Resolve merge conflict.";2016-09-23T10:22:48Z
1671056;push;2016-09-23T10:16:15Z;1071;finished;0;master;2302;1236b2d236f8a3cf19ac003d7b01c9b889450eea;"Merge pull request #155 from mn1/patch-4  Minor typo fix";2016-09-23T09:51:28Z
1671056;pull_request;2016-09-23T09:51:40Z;1070;finished;None;master;104;90036052dd5b1466e04aad8041a0b8e019e9efa8;"Minor typo fix";2016-09-23T09:48:18Z
1671056;pull_request;2016-09-23T10:07:03Z;1069;finished;0;master;2317;71d32ce01742c151fa91b5e6fa131bb814e6c870;"Minor typo fix";2016-09-23T09:44:11Z
1671056;pull_request;2016-09-23T09:36:45Z;1068;finished;0;master;2378;90036052dd5b1466e04aad8041a0b8e019e9efa8;"Minor typo fix";2016-09-23T09:14:45Z
1671056;pull_request;2016-09-22T15:44:49Z;1067;finished;0;master;2153;66874a6d6581b8bf7365a97e9d0412823b706a16;"Updates to include original input coordinates in map_coordinates output-ENSCORESW-1481: removed Data::Dumper and formatted";2016-09-22T15:19:05Z
1671056;push;2016-09-22T15:37:38Z;1066;finished;0;ENSCORESW-1481;2076;af5524f15dec83ec868b6a54182d73bb0f4d8a78;"Updates to include original input coordinates in map_coordinates output-ENSCORESW-1481: removed Data::Dumper and formatted";2016-09-22T15:18:53Z
1671056;pull_request;2016-09-22T13:45:29Z;1065;finished;0;master;2138;9b0155bcd34016199ad2fda5906895374b110cc9;"Updates to include input region mappings in the map_coordinates results";2016-09-22T13:21:11Z
1671056;push;2016-09-22T13:28:05Z;1064;finished;0;ENSCORESW-1481;2188;04efc3f39799a7b1e65e96bd15b85b888b6cd1df;"Updates to include input region mappings in the map_coordinates results";2016-09-22T13:06:32Z
1671056;push;2016-09-21T16:07:40Z;1063;finished;0;master;2290;62f3442ec0fc5090c470beb58e9281bda6f024ef;"[ENSCORESW-1726] Deprecate dump_data() functionality now provided by dna_align_feature_attrib.";2016-09-21T15:45:26Z
1671056;push;2016-09-21T13:39:33Z;1062;finished;0;master;2224;b698b5afd58ccdb345a536408fa30928fecaaf70;"Merge pull request #153 from mn1/patch-3  Fix for minor copy and paste bug in documentation";2016-09-21T13:18:09Z
1671056;pull_request;2016-09-21T13:14:10Z;1061;finished;0;master;2738;9de3f0a5ba7aa7c611da64ce8d7b81c5a4f8b90f;"Fix for minor copy and paste bug in documentation";2016-09-21T12:52:21Z
1671056;push;2016-09-20T13:26:59Z;1060;finished;0;release/86;2176;bd95a1871c2a107a3da4c52b35dd119230b4d57e;"Merge pull request #152 from carlacummins/patch-1  Add fuzzy matching on synonyms";2016-09-20T13:00:46Z
1671056;push;2016-09-20T13:07:52Z;1059;finished;0;master;2060;bd95a1871c2a107a3da4c52b35dd119230b4d57e;"Merge pull request #152 from carlacummins/patch-1  Add fuzzy matching on synonyms";2016-09-20T12:49:26Z
1671056;pull_request;2016-09-20T10:01:31Z;1058;finished;0;master;2484;3e617b9021367161af37a3d1379160910c08f1aa;"Add fuzzy matching on synonyms  fetch_by_region allows fuzzy matching on the end of the given seq_region_name. Required for compara's HAL parsing.";2016-09-20T09:38:24Z
1671056;push;2016-09-16T09:47:39Z;1057;finished;0;master;2102;0c83a6f6ad2e8f62e8e9228302d2fc766ecdefe3;"more sqlite patching";2016-09-16T09:27:36Z
1671056;push;2016-09-15T16:59:24Z;1056;finished;1;master;2431;9bdb8407b6c82465e0f3d4a93de8d8ed9b779beb;"some schema patching";2016-09-15T16:34:02Z
1671056;pull_request;2016-09-20T13:16:32Z;1055;finished;0;master;2172;34c3956bf5d870de8933cab2b79386834843128a;"Testing undef external_db and transcript_ids searching.  Done in response to PR #151 to expand on the tests running. Also cleaned up a report's english.";2016-09-20T12:51:23Z
1671056;push;2016-09-15T16:39:06Z;1054;finished;1;feature/searchbyontologylinkage;2130;2362b38833e528bf89ca66f5ed3258475052fa59;"Testing undef external_db and transcript_ids searching.  Done in response to PR #151 to expand on the tests running. Also cleaned up a report's english.";2016-09-15T16:18:04Z
1671056;push;2016-09-14T15:12:56Z;1053;finished;1;master;2186;8682d9342722072f551e289317fa1ea0b0f0b68f;"remove GO source for Ensembl species";2016-09-14T14:53:58Z
1671056;push;2016-09-13T13:06:58Z;1052;finished;0;feature/searchbyontologylinkage;2168;018642899ccd077ca502449e92e7d4906f929ff1;"Missed another part of the merge";2016-09-13T12:41:17Z
1671056;pull_request;2016-09-13T13:04:51Z;1051;finished;0;master;2361;0ef966f00c50b50dc220ffd9e6dc93ec5d2ba519;"Missed another part of the merge";2016-09-13T12:36:05Z
1671056;pull_request;2016-09-13T12:46:42Z;1050;finished;1;master;2182;0fa35334c895a491eeb6fd25779e00c0ca863265;"Merge branch 'master' into feature/searchbyontologylinkage";2016-09-13T12:27:16Z
1671056;push;2016-09-13T12:29:37Z;1049;finished;1;feature/searchbyontologylinkage;2188;54f29e4db4f07a1d41a02517014252b937887879;"Merge branch 'master' into feature/searchbyontologylinkage";2016-09-13T12:11:44Z
1671056;push;2016-09-13T09:05:49Z;1048;finished;0;master;2261;c8e4ebe3d5bd3d946fe4968315ff2987e9002008;"ENSCORESW-1894: deal with stop codons across exons";2016-09-13T08:44:45Z
1671056;push;2016-09-12T15:15:07Z;1047;finished;0;master;2107;a3ed5df385f08d4f3e3b82004d5a4eaa25fa1fe5;"[ENSCORESW-1855] Change default user to anonymous";2016-09-12T14:55:54Z
1671056;push;2016-09-08T14:07:44Z;1046;finished;0;master;2154;6f502662ba8426f855c09f05b2388123ecaef2e9;"ENSCORESW-1886: use unique ids for predictions";2016-09-08T13:46:39Z
1671056;push;2016-09-08T10:32:55Z;1045;finished;0;release/85;2192;4140c47ac0fffc477f17938aeb6d45f1e8c1cb1d;"Fixing a mistaken reverting of a commit, the test needs to be changed to match the miRNA change to the mapper";2016-09-08T10:13:44Z
1671056;push;2016-09-08T09:47:18Z;1044;finished;1;release/85;2037;50b00669f31447a2b81d22e2803f9ab9d70096a0;"Remove protein_coding -> miRNA in Sequence Ontology Mapper, miRNA are not protein coding, so that's just wrong";2016-09-08T09:24:10Z
1671056;push;2016-09-08T09:42:17Z;1043;finished;0;master;2217;b8625c0868cfd760b7de72d5e5fc1001b379c2f3;"Merge pull request #150 from james-monkeyshines/master  Typo in Identity Xref function, variable should be $xref_end, not $xref_start";2016-09-08T09:17:09Z
